Datum;Min. von temp_min;Max. von temp_max;Mittelwert von temp;Mittelwert von humidity;Mittelwert von wind_speed
2000-02-09;2,83;6,65;5,005833333;82,70833333;9,345
2000-02-10;4,02;8,02;5,74625;83,95833333;6,206666667
2000-02-11;2,95;7,35;4,932083333;83,625;4,815
2000-02-12;1,15;7,2;3,698333333;84,625;6,03
2000-02-13;1,05;5,95;3,087826087;90,04166667;5,53875
2000-02-14;1,35;6,75;3,36125;86,33333333;4,222083333
2000-02-15;2,17;7,45;4,972083333;90,70833333;4,349166667
2000-02-16;0,53;3,15;2,086666667;91,85714286;4,757857143
2000-02-17;-1,35;5,85;1,300833333;91,29166667;3,102083333
2000-02-18;-1,15;3,65;1,326296296;92,14814815;4,525555556
2000-02-19;0,65;5,75;3,17875;97,33333333;2,23875
2000-02-20;-3,05;4,35;1,568695652;85,04166667;3,412916667
2000-02-21;-6,05;3,55;-0,601666667;83;1,953181818
2000-02-22;-0,55;4,35;1,722083333;91,58333333;2,403333333
2000-02-23;-1,75;5,95;1,9925;92,5;2,405
2000-02-24;0,05;7,65;4,664074074;89,03703704;5,513333333
2000-02-25;1,24;7,25;4,1004;86,04;5,1448
2000-02-26;-0,65;8,55;4,657916667;86,29166667;3,79
2000-02-27;-0,54;9,65;5,059166667;76,70833333;4,9425
2000-02-28;4,35;13,27;8,893333333;74,25;7,058333333
2000-02-29;3,25;9,04;6,15625;79,91666667;6,8775
2000-03-01;3,06;7,65;5,24875;87,33333333;6,182173913
2000-03-02;1,05;5,75;3,527083333;86,25;6,300416667
2000-03-03;2,25;8,35;5,496086957;83,79166667;8,67
2000-03-04;-0,81;2,65;0,918333333;88,54166667;6,307826087
2000-03-05;-1,35;4,25;1,255652174;88,875;4,693478261
2000-03-06;0,47;7,85;4,883043478;85,83333333;7,369166667
2000-03-07;7,3;11,45;8,561666667;91,29166667;7,6125
2000-03-08;7,25;11,55;9,932608696;93,04166667;7,32826087
2000-03-09;2,25;10,85;7,6648;88,6;7,5488
2000-03-10;-0,35;6,46;3,46375;77,5;3,55875
2000-03-11;2,76;7,76;5,98875;89,58333333;6,389565217
2000-03-12;1,68;6,58;4,477083333;86;2,15826087
2000-03-13;4,34;8,19;6,605;89,54166667;3,54
2000-03-14;2,05;8,75;6,269583333;92,33333333;5,352916667
2000-03-15;1,05;6,15;3,549166667;79,33333333;7,337916667
2000-03-16;2,98;7,25;4,89875;75,875;5,877916667
2000-03-17;4,35;7,85;6,211666667;87,20833333;3,738333333
2000-03-18;1,15;6,31;5,080416667;96,45833333;1,525
2000-03-19;-1,35;9,75;4,009166667;84;2,994782609
2000-03-20;2,15;7,34;5,305833333;90,95833333;3,250434783
2000-03-21;3,95;8,86;6,155;92;2,019166667
2000-03-22;1,35;11,68;6,930833333;78,91666667;2,373333333
2000-03-23;-1,55;11,06;5,70375;81,70833333;2,129583333
2000-03-24;1,8;9,46;5,725;71,83333333;5,0875
2000-03-25;5,08;12,95;8,25125;88,83333333;2,730416667
2000-03-26;2,21;8,17;5,916666667;91,16666667;2,249583333
2000-03-27;-1,22;9,13;3,996666667;83,66666667;3,4475
2000-03-28;1,55;5,11;3,293043478;89,875;5,622916667
2000-03-29;3,23;7,05;4,8425;86,375;5,424166667
2000-03-30;3,9;7,34;5,522083333;86,79166667;4,542916667
2000-03-31;2,81;6,79;4,73;85,79166667;1,91875
2000-04-01;2,76;10,75;6,026086957;83,95833333;1,932916667
2000-04-02;4,68;11,68;7,803333333;80,08333333;2,372083333
2000-04-03;3,95;17,35;10,8;63,58333333;4,380416667
2000-04-04;6,15;13,76;10,36666667;78,625;2,985833333
2000-04-05;-0,95;7,05;3,51625;69,875;4,34375
2000-04-06;-5,05;10,25;4,258695652;75,375;3,78625
2000-04-07;2,25;10,55;6,448333333;85,33333333;4,3675
2000-04-08;4,12;10,35;6,553043478;83,41666667;1,949583333
2000-04-09;-0,55;9,75;5,287916667;69,66666667;3,847083333
2000-04-10;-3,45;8,65;3,155416667;72,04166667;2,59875
2000-04-11;-2,65;12,65;6,094583333;67,625;3,208695652
2000-04-12;2,35;8,25;5,196;88,48;3,8888
2000-04-13;-0,95;10,75;5,550833333;80,29166667;4,567916667
2000-04-14;2,57;11,15;6,637391304;77,41666667;4,339166667
2000-04-15;-0,35;11,48;6,7;92,29166667;2,572608696
2000-04-16;1,35;10,62;7,592916667;75,875;4,053043478
2000-04-17;4,35;14,76;10,22791667;71,66666667;3,887272727
2000-04-18;6,98;15,38;11,42;69,41666667;3,1275
2000-04-19;3,95;10,68;8,995;92,70833333;2,159130435
2000-04-20;2,05;20,05;13,0825;73,70833333;2,559565217
2000-04-21;6,95;21,95;14,54416667;69,54166667;3,284166667
2000-04-22;5,85;21,46;14,70608696;73,125;3,697916667
2000-04-23;9,85;20,93;15,41708333;85,04166667;2,016666667
2000-04-24;5,15;13,75;10,55625;94,66666667;3,304545455
2000-04-25;4,25;17,75;10,13541667;80,25;2,124166667
2000-04-26;6,56;20,97;14,21208333;74,83333333;4,400416667
2000-04-27;8,95;24,15;17,39666667;73,66666667;2,815
2000-04-28;14,65;23,95;19,0175;64,04166667;5,207727273
2000-04-29;11,65;24,75;18,30434783;73,375;3,478333333
2000-04-30;11,03;17,91;13,89291667;90,20833333;1,987391304
2000-05-01;10,25;19,73;14,25304348;88,25;2,282916667
2000-05-02;7,85;20,55;15,20666667;79,04166667;2,713478261
2000-05-03;7,35;21,98;15,13208333;61,70833333;2,572083333
2000-05-04;9,45;21,2;15,19708333;63;2,659166667
2000-05-05;7,35;22,1;14,96541667;63,95833333;3,105833333
2000-05-06;4,55;21,93;15,10625;63,04166667;3,84
2000-05-07;8,22;23,86;16,08208333;70,125;4,229130435
2000-05-08;9,2;23,01;16,10875;68,45833333;4,024347826
2000-05-09;6,85;25,16;17,26869565;61,79166667;2,866666667
2000-05-10;4,65;24,98;16,20625;66,375;2,343333333
2000-05-11;3,55;24,85;16,77;64,70833333;2,664166667
2000-05-12;8,55;19,18;13,9425;62,33333333;4,894166667
2000-05-13;3,85;23,05;14,00608696;57,5;2,655652174
2000-05-14;3,95;26,25;17,45;55,125;1,983333333
2000-05-15;6,85;28,44;20,23333333;53,25;1,681363636
2000-05-16;7,35;29,98;21,75583333;50,08333333;2,278333333
2000-05-17;9,15;23,98;16,45541667;70,41666667;3,81375
2000-05-18;4,75;15,61;11,96875;72,625;4,275217391
2000-05-19;5,25;15,15;10,29521739;82,83333333;3,327083333
2000-05-20;4,15;15,45;11,15291667;84,04166667;2,834583333
2000-05-21;2,85;16,15;11,34541667;81,41666667;2,045
2000-05-22;3,75;18,05;11,84391304;73,5;2,704583333
2000-05-23;0,85;18,97;13,85583333;69,875;3,202173913
2000-05-24;8,85;15,85;13,32916667;87,79166667;3,618695652
2000-05-25;8,65;17,29;12,65166667;85,875;5,320416667
2000-05-26;8,15;18,48;13,75416667;66,08333333;4,185
2000-05-27;9,22;18,05;13,59208333;69,20833333;5,522083333
2000-05-28;8,45;16,71;11,70083333;72,25;6,855833333
2000-05-29;7,53;12,35;9,527083333;83,20833333;6,397916667
2000-05-30;2,65;16,15;10,29375;76,41666667;3,192916667
2000-05-31;-0,75;17,15;11,2825;67,20833333;2,002608696
2000-06-01;5,85;18,89;14,58041667;73,375;3,459583333
2000-06-02;9,75;21,96;16,96541667;78,58333333;4,065
2000-06-03;11,42;20,05;15,24416667;80,33333333;2,283043478
2000-06-04;7,75;22,68;15,60086957;84,375;3,069166667
2000-06-05;5,15;18,05;14,0675;85,25;2,092083333
2000-06-06;10,41;13,95;12,41333333;91,56;4,6456
2000-06-07;8,25;14,36;11,74791667;78,5;5,330833333
2000-06-08;7,25;20,55;13,80826087;71,875;2,63875
2000-06-09;9,95;27,55;19,64916667;57,08333333;4,865
2000-06-10;13,85;31,25;21,79;66,95833333;3,510416667
2000-06-11;11,77;21,55;16,3275;74,5;3,14875
2000-06-12;9,05;20,41;15,84291667;74,66666667;4,063333333
2000-06-13;9,35;25,14;18,06791667;76,58333333;4,181666667
2000-06-14;11,05;17,38;14,46130435;85,83333333;1,903333333
2000-06-15;8,15;18,75;13,53583333;79,20833333;4,334166667
2000-06-16;8,25;15,85;11,53708333;69,45833333;5,974583333
2000-06-17;5,75;17,85;13,35666667;65,75;2,582083333
2000-06-18;6,35;26,45;18,36608696;66,25;2,5725
2000-06-19;9,25;33,35;23,58791667;61;2,333333333
2000-06-20;12,55;33,98;26,35166667;54,04166667;2,528333333
2000-06-21;16,55;31,15;24,67;57,29166667;3,53625
2000-06-22;14,14;22,75;18,022;76,12;3,2964
2000-06-23;12,55;20,05;15,71416667;77,75;4,287826087
2000-06-24;11,98;17,05;13,825;87,29166667;3,655416667
2000-06-25;10,65;14,33;12,50652174;86,875;6,108636364
2000-06-26;10,17;13,44;11,79916667;74,41666667;6,82
2000-06-27;8,95;14,35;11,60166667;70,95833333;6,687826087
2000-06-28;8,15;12,26;10,67833333;82,70833333;5,959583333
2000-06-29;8,85;13,02;11,07333333;88,58333333;4,8075
2000-06-30;10,15;14,55;12,1725;83,58333333;5,149583333
2000-07-01;9,52;17,55;13,32875;76,625;3,62875
2000-07-02;9,32;22,75;15,79041667;74,91666667;1,430416667
2000-07-03;13,15;24,05;18,92333333;66,5;3,0125
2000-07-04;12,35;25,15;18,94478261;72,20833333;2,453043478
2000-07-05;12,45;23,55;17,5173913;74,95833333;3,278333333
2000-07-06;9,85;16,08;14,2675;78,16666667;3,59173913
2000-07-07;5,65;16,71;12,72;74,54166667;2,393478261
2000-07-08;4,85;16,45;12,37666667;86,91666667;3,290416667
2000-07-09;10,82;16,15;13,13125;88,33333333;4,033333333
2000-07-10;11,35;18,75;14,99833333;81,5;4,64125
2000-07-11;12,12;17,99;14,54;81,125;4,700833333
2000-07-12;9,55;15,98;12,93458333;86,75;6,58375
2000-07-13;9,17;18,05;13,78625;79,66666667;4,5125
2000-07-14;10,96;16,65;14,0608;87,2;3,4188
2000-07-15;8,45;18,75;13,46291667;81,75;2,4875
2000-07-16;5,15;20,65;14,90625;78;2,3475
2000-07-17;6,65;16,75;14,03304348;84,75;3,492272727
2000-07-18;10,98;14,74;13,13625;82,5;4,875
2000-07-19;11,65;15,15;13,5068;86,2;6,3024
2000-07-20;12,65;16,1;14,4725;79,58333333;6,816666667
2000-07-21;12,05;18,79;15,32583333;82,70833333;4,118571429
2000-07-22;10,65;23,05;16,95217391;83,875;2,522916667
2000-07-23;7,45;22,85;16,86347826;83,625;1,184166667
2000-07-24;9,15;26,05;19,10625;71;2,167083333
2000-07-25;14,79;21,85;17,26833333;88,125;2,754545455
2000-07-26;12,45;22,55;17,66333333;81,41666667;2,357083333
2000-07-27;14,8;21,25;17,0396;82,72;2,8788
2000-07-28;13,95;16,85;15,3908;93,52;3,2708
2000-07-29;13,65;20,25;15,9775;87,875;3,277083333
2000-07-30;14,45;18,05;15,91708333;83,5;3,747083333
2000-07-31;11,25;20,15;16,10583333;81,625;3,338333333
2000-08-01;12,35;24,15;19,23;76,29166667;2,900869565
2000-08-02;12,35;22,95;17,59416667;89,16666667;2,734166667
2000-08-03;10,85;21,11;16,84083333;79,375;3,2375
2000-08-04;9,05;22,85;16,65041667;80,75;2,267083333
2000-08-05;6,55;21,05;15,155;83,875;2,117826087
2000-08-06;8,25;22,05;16,77521739;84,16666667;2,922608696
2000-08-07;9,95;19,05;15,36291667;72,25;4,857083333
2000-08-08;6,85;17,95;13,16086957;85,75;3,493333333
2000-08-09;4,95;19,94;15,11125;75,54166667;3,007083333
2000-08-10;12,35;21,26;16,97375;84,375;3,215652174
2000-08-11;12,95;18,98;16,65583333;83,875;4,065416667
2000-08-12;10,85;22,75;17,01583333;80,625;1,756956522
2000-08-13;8,35;25,85;17,80583333;77,125;1,469166667
2000-08-14;11,35;29,69;21,37956522;69,08333333;2,240833333
2000-08-15;15,85;23,97;20,18583333;81,75;3,36875
2000-08-16;10,75;22,01;17,66916667;80,5;3,4375
2000-08-17;9,75;22,82;17,2762963;85,2962963;2,824444444
2000-08-18;11,55;22,93;17,56826087;72,25;2,9
2000-08-19;14,85;21,95;17,845;87,79166667;1,814347826
2000-08-20;12,25;21,25;17,53875;79,33333333;2,4725
2000-08-21;8,75;19,35;14,27695652;85,5;2,784166667
2000-08-22;5,85;19,65;14,0325;77,79166667;2,078333333
2000-08-23;3,55;19,75;12,975;76,75;2,436086957
2000-08-24;5,15;18,95;14,29913043;76,54166667;4,1825
2000-08-25;7,05;19,35;15,80173913;77,83333333;2,913333333
2000-08-26;5,25;22,27;16,72608696;68,79166667;4,609166667
2000-08-27;13,55;23,95;18,50478261;65,375;4,307083333
2000-08-28;10,65;21,75;16,91291667;82,79166667;2,79826087
2000-08-29;7,35;21,05;14,98583333;79,875;2,520833333
2000-08-30;6,85;20,55;14,06375;83,66666667;2,190833333
2000-08-31;5,15;19,75;13,44;78,08333333;1,778333333
2000-09-01;5,85;21,25;14,51375;84,25;2,798695652
2000-09-02;10,95;17,45;14,38521739;91,54166667;3,087272727
2000-09-03;10,55;16,35;13,88166667;87,625;5,392083333
2000-09-04;7,35;18,55;12,7375;73,375;3,097826087
2000-09-05;5,45;15,83;12,37708333;89,54166667;2,45875
2000-09-06;10,15;16,85;13,5;90,45833333;4,194166667
2000-09-07;10,5;19,65;14,78833333;86;2,284166667
2000-09-08;13,11;17,15;15,14708333;93,875;4,203333333
2000-09-09;10,25;17,95;14,70043478;94,125;1,432083333
2000-09-10;9,95;20,05;15,25166667;89;1,861666667
2000-09-11;11,65;20,05;15,3475;81,41666667;1,897083333
2000-09-12;11,85;23,98;17,16833333;82,66666667;3,698695652
2000-09-13;12,98;17,9;16,25166667;85,91666667;4,527391304
2000-09-14;11,95;18,4;15,90041667;86,41666667;2,518333333
2000-09-15;13,45;18,86;15,81043478;86,33333333;4,304166667
2000-09-16;11,95;15,72;13,48166667;90,95833333;3,274782609
2000-09-17;11,85;15,85;12,97652174;97,625;2,395833333
2000-09-18;10,75;14,26;12,56708333;87,58333333;4,639166667
2000-09-19;7,35;14,98;10,47130435;71,70833333;5,962083333
2000-09-20;7,81;12,13;9,997391304;78;6,202916667
2000-09-21;7,35;16,75;12,22391304;76,25;4,797916667
2000-09-22;6,15;17,75;11,67347826;81,29166667;3,04125
2000-09-23;5,71;19,55;12,22956522;78,83333333;3,700416667
2000-09-24;6,4;16,35;11,04041667;73,41666667;4,661666667
2000-09-25;5,65;14,45;9,947916667;87,45833333;2,649583333
2000-09-26;8,68;14,09;11,557;97,06666667;2,350666667
2000-09-27;11,85;18,7;14,35041667;92,95833333;2,7675
2000-09-28;12,15;20,15;15,995;90,25;3,689166667
2000-09-29;12,85;24,65;18,095;80,41666667;3,559166667
2000-09-30;10,95;20,55;15,31083333;78,91666667;3,542083333
2000-10-01;8,71;19,95;14,06125;88,54166667;1,70125
2000-10-02;7,25;17,65;14,0475;88,5;3,095416667
2000-10-03;8,65;15,85;11,84;90,58333333;2,75826087
2000-10-04;6,95;18,98;12,16041667;86,25;2,377083333
2000-10-05;9,15;16,25;12,54791667;91,25;1,779090909
2000-10-06;5,55;13,45;10,34875;86,625;3,417916667
2000-10-07;4,7;11,62;8,414347826;92,45833333;1,38125
2000-10-08;4,83;13,65;9,442608696;82,125;3,29625
2000-10-09;6,79;12,34;9,934814815;91,88888889;3,113461538
2000-10-10;6,55;12,55;8,628333333;88,45833333;5,5375
2000-10-11;5,85;13,4;9,167083333;83,375;6,050833333
2000-10-12;6,55;15,98;10,94782609;79,16666667;3,84375
2000-10-13;6,55;15,44;11,03833333;90,875;1,914583333
2000-10-14;1,55;15,65;10,27666667;89,04166667;1,757083333
2000-10-15;4,95;15,95;11,35333333;94,16666667;3,905833333
2000-10-16;11,25;17,74;14,22291667;83,08333333;4,5225
2000-10-17;3,15;13,85;10,88333333;88,33333333;2,81375
2000-10-18;2,65;13,98;8,27;86,70833333;2,836666667
2000-10-19;6,16;10,98;8,9475;93,78571429;3,39
2000-10-20;8,07;13,31;10,61666667;94,625;2,507391304
2000-10-21;8,85;15,15;11,995;88,91666667;3,88625
2000-10-22;10,55;17,22;13,16208333;88,79166667;2,980869565
2000-10-23;9,15;18,98;13,17458333;82,95833333;3,724782609
2000-10-24;10,55;13,55;11,8775;85,29166667;6,783913043
2000-10-25;9,85;12,45;10,94478261;87,20833333;6,570416667
2000-10-26;7,25;11,45;9,248333333;84,29166667;5,6125
2000-10-27;6,98;11,65;9,388695652;91,33333333;4,942083333
2000-10-28;10,77;13,35;12,28833333;95,95833333;4,483181818
2000-10-29;8,05;12,56;10,4275;77,625;6,728333333
2000-10-30;8,22;13,35;10,98625;74,54166667;9,02875
2000-10-31;7,45;11,75;9,293333333;75,08333333;7,21625
2000-11-01;6,11;11,33;8,92173913;81,41666667;5,988333333
2000-11-02;4,89;10,98;8,040869565;81,91666667;5,377083333
2000-11-03;5,98;10,15;8,115416667;83,5;3,710869565
2000-11-04;4,35;11,05;6,676666667;90,04166667;3,341666667
2000-11-05;2,55;8,39;5,536666667;91,58333333;3,685217391
2000-11-06;2,55;6,98;5,26375;86,125;6,197916667
2000-11-07;5,98;10,95;8,0124;87,68;3,499166667
2000-11-08;6,82;11,01;8,835416667;78,79166667;4,90625
2000-11-09;7,85;9,98;8,5375;81,66666667;5,32625
2000-11-10;6,73;8,65;7,3436;87,76;5,3316
2000-11-11;5,35;9,15;6,987083333;86,70833333;5,034166667
2000-11-12;5,18;10,95;7,794583333;78,875;5,322916667
2000-11-13;6,75;10,55;8,22173913;91,95833333;2,865416667
2000-11-14;5,15;9,25;6,99;96,08333333;1,649166667
2000-11-15;2,85;8,95;6,137916667;92,16666667;3,066666667
2000-11-16;4,98;9,05;6,641666667;83,45833333;4,466521739
2000-11-17;3,25;6,97;5,644482759;90,51724138;2,224137931
2000-11-18;3,15;6,45;4,998333333;88,79166667;4,76
2000-11-19;5,57;8,95;6,819166667;83,83333333;5,577391304
2000-11-20;3,87;8,55;6,289130435;85;3,856666667
2000-11-21;0,98;8,45;3,673478261;90,58333333;3,201666667
2000-11-22;2,25;9,45;6,666363636;86,45833333;4,8675
2000-11-23;2,89;8,22;5,909583333;91,875;3,867826087
2000-11-24;4,25;8,55;6,792083333;90,70833333;3,452916667
2000-11-25;0,55;7,05;3,684583333;90,91666667;3,5275
2000-11-26;1,85;7,45;4,728333333;91,5;3,895833333
2000-11-27;3,45;7,46;5,795833333;91,29166667;3,742083333
2000-11-28;3,45;12,55;7,07037037;93,66666667;3,4732
2000-11-29;7,55;13,15;10,86708333;86,25;3,461666667
2000-11-30;1,05;11,85;8,876666667;90,125;3,212083333
2000-12-01;5,75;11,09;8,568333333;90,75;3,9325
2000-12-02;6,55;11,95;9,668333333;94,41666667;3,082083333
2000-12-03;5,45;10,65;8,327391304;92,125;4,115
2000-12-04;2,95;8,45;5,84875;90,625;3,8775
2000-12-05;5,15;10,15;7,525416667;90,25;3,782083333
2000-12-06;6,25;9,35;7,625833333;87,08333333;3,431666667
2000-12-07;6,95;10,95;8,31375;91,25;3,759583333
2000-12-08;6,55;13,55;9,274583333;86,75;4,40125
2000-12-09;6,85;11,05;8,460416667;86,25;4,45125
2000-12-10;6,45;9,35;8,212916667;88,16666667;4,939166667
2000-12-11;7,61;11,84;9,927083333;86,92;5,9744
2000-12-12;10,15;13,15;11,9784;95,36;5,0836
2000-12-13;8,45;12,45;10,56695652;76,79166667;9,134583333
2000-12-14;5,15;8,63;7,05;82,41666667;6,989166667
2000-12-15;2,59;7,09;5,27375;88,45833333;6,710416667
2000-12-16;1,35;7,35;4,259583333;93;6,469583333
2000-12-17;2,35;5,17;3,677916667;95,66666667;3,759166667
2000-12-18;-3,25;3,98;2,197083333;94,25;2,115833333
2000-12-19;-2,45;2,52;1,199545455;95,58333333;2,202083333
2000-12-20;-2,85;0,98;-0,27125;90,125;4,83625
2000-12-21;-3,85;-0,85;-2,394583333;86,125;5,062916667
2000-12-22;-9,95;-2,15;-4,574583333;87,16666667;3,350833333
2000-12-23;-11,45;-2,35;-5,442916667;91,54166667;1,620416667
2000-12-24;-3,29;0,55;-1,283333333;93,45833333;2,020416667
2000-12-25;-8,15;-0,25;-1,446666667;79,45833333;3,406086957
2000-12-26;-9,25;-0,15;-2,422916667;89,08333333;2,66
2000-12-27;-2,25;-0,1;-1,162083333;92;2,6575
2000-12-28;-0,29;0,89;0,31625;97,08333333;3,319583333
2000-12-29;-1,05;1,25;0,21125;86,5;5,940833333
2000-12-30;-1,45;1,05;-0,026666667;93,58333333;3,196086957
2000-12-31;-7,29;1,45;-2,29173913;93,25;3,037916667
2001-01-01;-3,18;2,47;-0,228695652;89,5;5,263333333
2001-01-02;2,45;5,56;3,785833333;94,25;4,084166667
2001-01-03;0,45;7,25;4,73625;91,04166667;4,260833333
2001-01-04;0,05;6,31;3,5676;88,56;4,303913043
2001-01-05;3,91;8,55;6,084583333;90,83333333;5,28625
2001-01-06;2,75;7,95;5,602608696;91,25;4,615217391
2001-01-07;3,08;7,15;5,047083333;87,41666667;4,46625
2001-01-08;2,98;5,15;4,240833333;86,79166667;4,276666667
2001-01-09;1,69;5,55;4,114166667;93,20833333;4,796086957
2001-01-10;-1,1;3,98;1,437272727;95,75;2,15625
2001-01-11;-6,95;2,15;-1,4975;89,375;2,514347826
2001-01-12;-4,55;-0,09;-1,603043478;96,91666667;1,439130435
2001-01-13;-5,17;-2,66;-3,84125;99;0,915416667
2001-01-14;-3,9;1,01;-0,867083333;97,29166667;1,90375
2001-01-15;-3,26;-1,15;-2,6128;93,04;3,422
2001-01-16;-5,25;-0,75;-3,404583333;93,125;3,367083333
2001-01-17;-6,42;-1,05;-3,984347826;91,04166667;3,53625
2001-01-18;-6,45;-0,94;-3,209166667;88,70833333;3,212608696
2001-01-19;-3,18;-0,02;-1,970869565;91,66666667;2,523333333
2001-01-20;-3,83;-0,25;-1,890833333;95,625;2,554583333
2001-01-21;-1,47;0,55;-0,79125;95,83333333;2,95625
2001-01-22;-0,99;0,44;-0,341666667;90,125;5,070416667
2001-01-23;0,15;5,35;2,694482759;95,4137931;3,927241379
2001-01-24;2,88;9,65;6,610869565;90,75;5,373333333
2001-01-25;1,97;6,8;4,171666667;92,5;3,123333333
2001-01-26;1,98;6,1;4,166666667;91,75;3,539166667
2001-01-27;-0,02;4,05;1,819166667;93,29166667;2,93625
2001-01-28;0,05;3,25;2,051304348;98,25;2,613333333
2001-01-29;-0,85;2,98;1,632083333;91,58333333;2,16875
2001-01-30;0,25;3,55;2,002083333;94,58333333;1,256521739
2001-01-31;-2,05;3,57;1,827826087;93,58333333;1,372173913
2001-02-01;-1,55;1,55;0,203913043;89,625;3,294166667
2001-02-02;-8,95;-1,03;-3,03625;87,08333333;2,894583333
2001-02-03;-10,45;-3,45;-5,752173913;80,58333333;3,358333333
2001-02-04;-5,55;-2,75;-4,238333333;87,54166667;5,2825
2001-02-05;-6,35;5,06;0,188;96,16;4,8672
2001-02-06;3,89;9,82;7,394782609;92,625;5,494347826
2001-02-07;4,35;10,65;8,172916667;88,20833333;4,45125
2001-02-08;5,06;12,98;9,002916667;76,58333333;4,83
2001-02-09;-4,55;5,86;1,845217391;87;3,07826087
2001-02-10;-5,95;3,19;-0,19375;85,58333333;2,450416667
2001-02-11;1,05;10,95;6,66;86,58333333;5,91875
2001-02-12;4,01;12,35;9,352916667;85,04166667;5,642083333
2001-02-13;1,17;8,55;4,700833333;91,16666667;3,051666667
2001-02-14;0,48;7,35;2,54625;93,54166667;2,912916667
2001-02-15;-2,83;5,01;0,32173913;94,08333333;2,375833333
2001-02-16;-3,65;4,98;1,077391304;94,45833333;2,13875
2001-02-17;0,95;5,65;2,77375;92,875;3,059565217
2001-02-18;2,17;8,95;4,919583333;88,79166667;4,24625
2001-02-19;2,85;5,45;4,13125;89,625;5,577083333
2001-02-20;2,55;6,65;4,672083333;84,95833333;5,936666667
2001-02-21;4,03;6,79;5,354782609;80,66666667;9,080833333
2001-02-22;0,78;4,65;2,8968;88;7,2992
2001-02-23;-7,35;0,95;-1,73;84,25;3,916666667
2001-02-24;-10,05;-0,72;-3,815;78,625;3,11125
2001-02-25;-1,51;1,73;0,0625;91,625;4,277083333
2001-02-26;-5,26;2,37;-1,04625;88,875;2,56625
2001-02-27;-5,09;3,35;-0,562083333;80,83333333;3,617916667
2001-02-28;-1,94;4,21;0,782083333;75,70833333;2,684166667
2001-03-01;-1,99;2,84;0,189583333;85,5;1,7075
2001-03-02;-1,95;0,57;-0,198461538;90,65384615;2,431153846
2001-03-03;-3,65;0,67;-1,101666667;83,75;3,014583333
2001-03-04;-2,55;1,89;-0,3075;86,08333333;3,786666667
2001-03-05;-5,15;5,25;0,846521739;77,75;2,246666667
2001-03-06;-4,41;5,17;0,2225;81,41666667;3,194166667
2001-03-07;-2,65;5,15;1,80375;80,20833333;4,25375
2001-03-08;0,45;11,95;6,397916667;88,70833333;2,975416667
2001-03-09;7,05;12,75;9,505;82,57692308;4,301153846
2001-03-10;8,39;10,99;9,514166667;92,33333333;3,279583333
2001-03-11;8,05;12,15;10,15458333;90,70833333;3,304166667
2001-03-12;-0,15;12,75;8,480833333;81,5;4,652083333
