Zeilenbeschriftungen;Min. von temp_min;Max. von temp_max;Mittelwert von temp;Mittelwert von humidity;Mittelwert von wind_speed
2000-02-04;1,39;5,51;3,636086957;94,58333333;4,074583333
2000-02-05;4,14;10,34;6,55625;87,125;3,121666667
2000-02-06;5,46;10,55;7,44875;79,375;3,706666667
2000-02-07;4,81;8,48;7,054347826;85,5;5,827916667
2000-02-08;5,3;10,47;7,745416667;90,25;7,213478261
2000-02-09;1,31;6,09;3,513913043;86;6,599130435
2000-02-10;2,57;7,69;4,980434783;81,70833333;4,877083333
2000-02-11;-2,06;5,57;2,26826087;86,54166667;2,635652174
2000-02-12;-3,14;3,78;0,43375;84,83333333;4,14125
2000-02-13;0,71;4,65;2,496956522;93,54166667;4,696521739
2000-02-14;0,2;4,62;1,962272727;86,95833333;3,575652174
2000-02-15;2,85;8,13;5,594347826;95,58333333;4,214782609
2000-02-16;-1,44;4,42;2,072083333;89,79166667;4,969166667
2000-02-17;-1,48;1,31;-0,1575;93,91666667;4,141304348
2000-02-18;-1,06;2,6;0,198695652;97,08333333;3,94625
2000-02-19;0,83;4,43;2,3525;95,45833333;3,432083333
2000-02-20;-4,33;1,84;0,233333333;90,95833333;3,8575
2000-02-21;-4,57;1,97;-1,326521739;91,04166667;1,84875
2000-02-22;-1,28;3,76;1,086666667;92,66666667;2,550434783
2000-02-23;-1,37;5,19;2,115217391;91,54166667;1,668333333
2000-02-24;2,46;6,37;4,125833333;95,08333333;3,755
2000-02-25;0,22;8,23;4,771666667;91,79166667;4,677083333
2000-02-26;-2,55;6,5;1,32375;84,375;1,436666667
2000-02-27;-2,45;9,82;3,890416667;82,375;3,15375
2000-02-28;4,55;14,48;8,62375;80,20833333;5,758333333
2000-02-29;3,2;7,54;5,193333333;91,29166667;5,471818182
2000-03-01;1,56;6,13;4,217916667;92,79166667;4,669166667
2000-03-02;1,02;4,29;2,493478261;81,91666667;5,39375
2000-03-03;0,35;6,16;3,63;93,875;6,710416667
2000-03-04;-1,97;1,81;0,21;92;5,261666667
2000-03-05;-2,43;1,9;-0,015;87,83333333;4,361666667
2000-03-06;-0,34;7,41;3,575833333;77,45833333;3,924166667
2000-03-07;2,74;9,69;6,29125;81,75;5,267916667
2000-03-08;7,19;10,31;8,455416667;96,08333333;6,027083333
2000-03-09;7,25;11,78;10,19541667;90,66666667;7,165833333
2000-03-10;2,36;7,61;5,08375;81,25;3,635833333
2000-03-11;5,63;8,72;7,210833333;89,79166667;5,739545455
2000-03-12;3,23;6,64;4,908333333;84,625;1,894583333
2000-03-13;2,18;10,89;6,78625;77,5;1,880416667
2000-03-14;2,77;9,93;7,136666667;93,54166667;5,07125
2000-03-15;0,11;4,18;2,367826087;78,54166667;5,43625
2000-03-16;2,36;7,04;4,970833333;83,83333333;5,64875
2000-03-17;5,56;7,01;6,275833333;94,83333333;5,3325
2000-03-18;3,72;6,41;5,31375;97,25;3,394347826
2000-03-19;2,41;6,98;4,592083333;81,375;3,33875
2000-03-20;0,18;10,22;4,825;75,75;1,557916667
2000-03-21;-0,18;13,32;5,996086957;73,04166667;1,141304348
2000-03-22;0,49;15,7;8,244166667;70,33333333;2,4775
2000-03-23;3,93;15,77;9,97875;65,625;1,589583333
2000-03-24;7,81;14,03;10,31478261;82,08333333;3,240833333
2000-03-25;6,42;12,86;9,19625;86,375;2,853333333
2000-03-26;3,41;8,21;6,2025;85,875;2,844583333
2000-03-27;0,67;9,64;5,109583333;87,66666667;1,756521739
2000-03-28;0,86;4,09;2,728333333;89,95833333;2,872916667
2000-03-29;1,37;7,53;4,71125;91,04166667;5,3825
2000-03-30;4,2;6,41;5,596666667;91,79166667;4,585652174
2000-03-31;2,22;6,54;4,760833333;94,33333333;2,4925
2000-04-01;0,26;8,1;4,25875;93,125;2,344166667
2000-04-02;2,92;12,51;7,440833333;77,58333333;2,785
2000-04-03;3,76;17,59;10,71625;63,16666667;3,04875
2000-04-04;8,23;14,64;11,0325;74,70833333;2,952916667
2000-04-05;0,8;8,13;5,33375;83,79166667;3,932916667
2000-04-06;-1,93;8,4;3,161666667;57,70833333;3,697916667
2000-04-07;-1,42;11,25;5,403333333;66,625;2,645652174
2000-04-08;-0,5;11,49;6,475217391;73,41666667;1,409130435
2000-04-09;3,61;11,95;7,170833333;69,66666667;3,39
2000-04-10;0,98;11,44;6,045;70,25;3,1725
2000-04-11;-0,74;12,64;6,862083333;71,04166667;1,94625
2000-04-12;2,51;8,02;5,912083333;81,20833333;4,156666667
2000-04-13;3,07;10,54;6,29875;78,83333333;5,556956522
2000-04-14;3,79;7,55;5,888333333;90,04166667;3,788333333
2000-04-15;4,11;11,97;7,665416667;86,25;3,63125
2000-04-16;4,59;14,87;9,44875;67,125;3,682083333
2000-04-17;6,89;13,02;9,912083333;75,95833333;3,611304348
2000-04-18;7,01;13,84;10,22458333;75,45833333;2,368333333
2000-04-19;7,04;14,36;10,1373913;86,875;2,10125
2000-04-20;4,37;19,35;12,09826087;72,04166667;1,6
2000-04-21;7,38;21,79;15,34869565;67;2,396666667
2000-04-22;10,32;25,63;17,85166667;62,54166667;2,8225
2000-04-23;13,59;21,98;17,56;62,70833333;2,650869565
2000-04-24;6,71;13,56;10,49333333;94,5;3,09125
2000-04-25;3,64;17,79;11,06;78;1,400869565
2000-04-26;7,32;23,3;15,62458333;71,66666667;2,745833333
2000-04-27;9,77;23,11;17,52833333;67,08333333;3,10125
2000-04-28;12,74;22,61;17,56416667;73,66666667;2,73375
2000-04-29;11,83;17,4;15,005;92,66666667;1,547083333
2000-04-30;12,1;17,93;14,58083333;95,5;2,377083333
2000-05-01;12,12;19,92;15,51708333;87,04166667;3,283043478
2000-05-02;12,53;21,17;15,86291667;84,875;3,0875
2000-05-03;11,4;22,08;16,74043478;66,33333333;1,920833333
2000-05-04;10,26;21,82;15,99136364;69,5;1,651666667
2000-05-05;9,76;23,35;17,13913043;61,25;2,319565217
2000-05-06;10,62;24,07;17,88708333;59,375;2,717083333
2000-05-07;11,86;24,49;17,93833333;66,70833333;1,84625
2000-05-08;12,49;22,89;17,40791667;78,16666667;1,775416667
2000-05-09;12,34;23,65;17,88130435;82,04166667;1,361666667
2000-05-10;10,77;25,24;18,96208333;74,04166667;1,79125
2000-05-11;13,64;26,3;20,12958333;67,625;2,957083333
2000-05-12;12,02;22,1;17,3325;65,54166667;3,504166667
2000-05-13;8,22;21,99;15,6673913;58,20833333;2,410416667
2000-05-14;7,68;25,22;17,38583333;57,875;1,784166667
2000-05-15;9,75;26,38;19,24;53,25;1,420416667
2000-05-16;10,43;27,32;20,50041667;52;1,697826087
2000-05-17;11,85;21,95;17,46958333;75,70833333;3,556666667
2000-05-18;8,09;14,89;11,58416667;79,58333333;3,689166667
2000-05-19;6,63;12,87;9,459583333;86,875;3,690833333
2000-05-20;5,58;11,93;8,4025;88,29166667;3,490416667
2000-05-21;3,59;14,16;9,535833333;86;2,129545455
2000-05-22;7,39;12,28;9,790416667;92,29166667;3,179130435
2000-05-23;6,82;16,44;12,46458333;80,16666667;2,103333333
2000-05-24;9,8;18,78;14,80875;75,20833333;2,954166667
2000-05-25;9,05;16,55;13,7875;88,33333333;4,230869565
2000-05-26;6,16;19,75;13,91916667;69,91666667;2,3175
2000-05-27;8,29;16,09;13,11208333;78,375;4,8125
2000-05-28;7,79;15,26;11,3573913;77,08333333;5,466666667
2000-05-29;6,06;12,18;8,744166667;80,83333333;4,529166667
2000-05-30;4,23;13,54;8,719090909;85,45833333;2,14
2000-05-31;6,83;15,7;11,53833333;78,75;1,915416667
2000-06-01;7,7;20,26;14,94625;75,375;2,998333333
2000-06-02;12,25;26,76;19,83869565;65,45833333;2,78125
2000-06-03;14,26;27,56;21,31833333;68,625;1,715833333
2000-06-04;14,96;24,84;20,37782609;80,79166667;2,219166667
2000-06-05;16,1;24,36;19,23875;86,95833333;1,926086957
2000-06-06;11,03;16,14;13,32666667;83,95833333;3,741666667
2000-06-07;7,86;15,31;12,20083333;83,20833333;3,55375
2000-06-08;6,29;20,92;14,45958333;71,08333333;1,799166667
2000-06-09;11,74;28,21;20,48958333;63,54166667;2,772173913
2000-06-10;14,68;29,32;22,59956522;71,29166667;1,793478261
2000-06-11;13,58;21,24;17,7225;87,70833333;3,996666667
2000-06-12;10,33;22,75;17,21;71,125;2,036521739
2000-06-13;12,51;27,7;20,90434783;63,625;1,123478261
2000-06-14;14,86;25,45;20,08391304;73,04166667;2,7475
2000-06-15;10,93;17,24;15,68541667;83,66666667;3,51173913
2000-06-16;7,66;16,64;11,95583333;66,625;3,422083333
2000-06-17;3,96;19,76;12,23666667;63,58333333;1,701666667
2000-06-18;7,34;27,35;18,57625;52,66666667;1,663333333
2000-06-19;12,83;31,52;23,31347826;51,29166667;2,0475
2000-06-20;15,08;32,74;25,40391304;47,375;2,017391304
2000-06-21;17,98;31,36;24,74916667;48,20833333;2,473333333
2000-06-22;14,83;22,15;19,10913043;69,45833333;3,663333333
2000-06-23;13,21;18,97;16,22375;70,08333333;4,145
2000-06-24;10,64;16,02;13,04869565;83,45833333;3,623333333
2000-06-25;9,88;15,26;12,11434783;84,45833333;3,316521739
2000-06-26;8,32;14,08;11,11541667;76,875;3,86625
2000-06-27;5,49;16,91;11,1275;68,70833333;3,114583333
2000-06-28;4,22;17,47;11,65458333;66,79166667;2,676521739
2000-06-29;6,57;15,65;11,22833333;70,66666667;2,645416667
2000-06-30;7,29;19,05;13,4975;75,45833333;2,712083333
2000-07-01;8,95;24,09;17,05;75,16666667;2,028333333
2000-07-02;13,41;24,86;18,88083333;82,45833333;1,4325
2000-07-03;14,95;22,89;18,48125;84,58333333;2,875833333
2000-07-04;12,2;20,76;16,28333333;90,875;3,191666667
2000-07-05;13,1;18,71;15,48458333;83,04166667;5,346666667
2000-07-06;12,25;20,27;16,19916667;82,375;2,655
2000-07-07;12,14;17,31;14,5475;94,79166667;3,231666667
2000-07-08;8,35;13,71;11,37;87,95833333;3,915833333
2000-07-09;10,25;15,65;12,31083333;91,25;4,51625
2000-07-10;11,75;17,3;14,22875;87,83333333;5,257083333
2000-07-11;10,57;16,4;13,18043478;87,45833333;4,525833333
2000-07-12;8,59;14,6;11,81791667;82,375;4,20826087
2000-07-13;6,57;14,5;11,27833333;90,75;4,285
2000-07-14;10,48;15,1;12,71833333;91,95833333;3,6475
2000-07-15;8,53;14,07;11,2275;90,58333333;2,659130435
2000-07-16;8,15;16,17;12,06666667;88,54166667;2,097916667
2000-07-17;8,97;16,92;12,9875;86,79166667;2,24
2000-07-18;9,31;16,53;12,96708333;82,54166667;2,701666667
2000-07-19;9,45;14,98;12,53565217;87,95833333;3,976666667
2000-07-20;10,83;20,21;15,29125;76,54166667;2,867083333
2000-07-21;10,65;19,01;14,13541667;79,41666667;2,736521739
2000-07-22;9,24;17,84;13,74416667;85,25;1,959583333
2000-07-23;9,03;23,54;16,85541667;75,125;1,657083333
2000-07-24;13,81;22,19;17,05833333;87,58333333;2,003333333
2000-07-25;13,38;18,03;15,37333333;92,25;4,323333333
2000-07-26;11,96;18,53;15,31541667;91,95833333;1,473333333
2000-07-27;12,12;20,56;16,33826087;89,08333333;2,119583333
2000-07-28;12,8;17,58;15,10208333;91;3,586666667
2000-07-29;12,48;18,86;15,18833333;89,75;2,717916667
2000-07-30;12,12;19,34;15,48;88,58333333;2,473333333
2000-07-31;11,48;22,5;17,13521739;79;1,704347826
2000-08-01;10,61;26,4;19,73608696;69,29166667;1,74125
2000-08-02;13,18;20,31;17,22;87,20833333;2,954166667
2000-08-03;11,53;20,91;15,92391304;84,70833333;2,466666667
2000-08-04;11,15;21,13;16,49375;81,95833333;1,70875
2000-08-05;10,22;22,32;17,19391304;75,95833333;2,853043478
2000-08-06;11,6;22,77;17,32375;74,79166667;3,089565217
2000-08-07;14,55;20,55;17,03541667;80,875;2,602083333
2000-08-08;13,59;20,11;16,16478261;90,375;1,372173913
2000-08-09;12,01;23,57;17,74916667;80;1,491666667
2000-08-10;14,73;24,6;19,33166667;80,54166667;2,717083333
2000-08-11;12,87;22,8;17,98208333;78,04166667;1,860416667
2000-08-12;11,23;26,22;19,0826087;68,875;1,0925
2000-08-13;13,59;27,88;20,94833333;66,625;0,980416667
2000-08-14;12,81;29,51;21,94208333;65,08333333;1,876086957
2000-08-15;17,06;26,2;20,64125;82,16666667;2,361666667
2000-08-16;14,6;24,31;19,43916667;78,58333333;2,4175
2000-08-17;15,37;25,51;20,32416667;75,54166667;2,859166667
2000-08-18;13,14;23,23;19,10521739;83,95833333;1,693333333
2000-08-19;17,44;24,46;20,11478261;85,625;3,065416667
2000-08-20;16,59;25,23;19,9375;85,08333333;2,070434783
2000-08-21;13,68;19,4;16,77478261;90,54166667;2,812083333
2000-08-22;11,89;20,13;15,52625;84,41666667;1,385
2000-08-23;9,24;21,54;15,6826087;77,625;2,145
2000-08-24;8,55;23,66;16,45833333;74,58333333;1,759166667
2000-08-25;10,15;20,65;15,26913043;78,625;2,162083333
2000-08-26;10,1;23,92;17,52956522;67,08333333;3,96875
2000-08-27;11,61;20,27;16,53875;78,04166667;2,799583333
2000-08-28;11,95;19,83;15,87;79,83333333;2,223478261
2000-08-29;10,01;20,83;15,65666667;74,29166667;1,66
2000-08-30;11,54;20,91;16,32333333;75,95833333;1,827083333
2000-08-31;12,07;20,17;15,90666667;84,125;2,24375
2000-09-01;9,67;19,9;15,03958333;88,75;2,687916667
2000-09-02;11,59;14,71;12,6425;94,79166667;5,085833333
2000-09-03;10,82;15,17;12,8725;85,875;4,654166667
2000-09-04;9,17;15,03;11,7425;79,875;2,945
2000-09-05;9,59;13,65;11,42708333;88,375;2,178333333
2000-09-06;9,05;14,57;11,91916667;92,08333333;4,025
2000-09-07;10,69;15,62;12,74521739;93,58333333;3,98625
2000-09-08;10,41;19,54;14,75;86,91666667;2,378333333
2000-09-09;12,28;22,42;17,22958333;81,16666667;1,593333333
2000-09-10;11,9;23,39;17,37333333;84,08333333;1,6775
2000-09-11;11,38;24,58;17,82217391;82,29166667;1,749583333
2000-09-12;13,96;24,03;18,51958333;80,5;2,392916667
2000-09-13;13,93;20,06;17,02458333;84,125;2,363913043
2000-09-14;12,08;19,59;15,7175;85,04166667;1,388333333
2000-09-15;11,19;21,7;16,63478261;83,79166667;2,413043478
2000-09-16;11,13;17,4;13,8725;91,70833333;4,73375
2000-09-17;11,02;16,05;13,06625;91,125;1,810416667
2000-09-18;10,26;16,33;13,49;89,75;2,113333333
2000-09-19;8,91;17,73;12,79041667;84,83333333;3,607083333
2000-09-20;8,8;17,38;12,42333333;84,04166667;2,925833333
2000-09-21;7,46;11,95;9,037083333;97,33333333;2,908333333
2000-09-22;8,85;13,8;10,76173913;94,04166667;1,144583333
2000-09-23;8,78;17,21;12,18958333;82,29166667;2,943043478
2000-09-24;6,21;18,62;11,83708333;77,70833333;2,824166667
2000-09-25;8,41;15,56;11,5425;92,875;1,54125
2000-09-26;9,46;17,71;13,1975;92,58333333;2,478333333
2000-09-27;12,15;18,1;14,95166667;94,125;2,887083333
2000-09-28;13,92;21,27;16,74583333;89,04166667;3,38375
2000-09-29;12,73;23,36;17,13583333;81,58333333;2,687916667
2000-09-30;9,86;21,09;15,53875;86,29166667;1,416666667
2000-10-01;12,5;15,66;13,75708333;96,08333333;2,299583333
2000-10-02;10,08;16,36;13,06875;88,66666667;2,975217391
2000-10-03;7,19;15,31;10,83125;90,08333333;1,244166667
2000-10-04;6,69;16,06;11,885;93,08333333;0,865652174
2000-10-05;10,55;15,68;12,7026087;93,16666667;1,250833333
2000-10-06;5,03;11,47;8,81625;93,75;2,560416667
2000-10-07;3,87;9,85;6,547916667;94,33333333;1,233913043
2000-10-08;3,02;10,63;6,85;90,75;2,756666667
2000-10-09;5,61;11,04;8,17;96,33333333;2,260416667
2000-10-10;5,27;10,11;7,69875;89,04166667;5,957083333
2000-10-11;5,05;11,99;8,40625;91,29166667;5,995833333
2000-10-12;8,69;14,09;10,90625;87,83333333;3,665833333
2000-10-13;9,23;13,63;11,06583333;91,83333333;1,147916667
2000-10-14;5,82;16,36;11,615;91,75;2,589565217
2000-10-15;11,19;18,69;14,23208333;89,04166667;3,125909091
2000-10-16;11,27;18,23;14,02583333;81,25;3,757391304
2000-10-17;5,82;12,6;9,845416667;90,95833333;2,572608696
2000-10-18;2,86;11,29;6,887083333;94,45833333;1,261666667
2000-10-19;4,35;10,14;7,905;98,625;2,40125
2000-10-20;9,12;12,34;10,5625;94,83333333;2,312173913
2000-10-21;8,09;15,61;11,015;92,375;2,562916667
2000-10-22;6,2;17,93;10,59125;89,79166667;1,6625
2000-10-23;7,12;12,35;9,516666667;94,29166667;3,272173913
2000-10-24;9,23;12,73;11,10958333;86;4,610833333
2000-10-25;7,79;13,67;11,0825;91,91666667;5,592083333
2000-10-26;6,67;12,56;9,577727273;88,04166667;4,505652174
2000-10-27;6,01;9,99;8,11;94,125;4,134583333
2000-10-28;8,56;11,97;10,00291667;94,08333333;4,095
2000-10-29;8,23;11,42;9,929166667;83,66666667;5,970833333
2000-10-30;8,32;14,1;10,60434783;78,58333333;7,582608696
2000-10-31;5,91;8,87;7,68375;91,70833333;5,7975
2000-11-01;5,98;9,62;7,728333333;91,5;5,696666667
2000-11-02;4,79;12,4;8,754782609;85,33333333;4,95125
2000-11-03;6,3;9,65;8,119166667;93,70833333;2,580434783
2000-11-04;4,1;8,67;6,339583333;90,875;3,04375
2000-11-05;3,62;7,79;5,058695652;90,5;3,515652174
2000-11-06;3,26;7,04;5,547826087;85,83333333;4,607916667
2000-11-07;5,69;10,02;7,71375;85,33333333;4,604583333
2000-11-08;6,22;9,15;7,488333333;84,125;5,388333333
2000-11-09;4,87;8,85;6,747083333;90,33333333;4,705833333
2000-11-10;2,87;7,49;4,66125;92,70833333;4,35875
2000-11-11;2,28;7,54;4,54;89,5;4,2675
2000-11-12;3,05;10,67;6,683043478;76,41666667;4,955
2000-11-13;6,89;9,97;8,871666667;96,58333333;3,89875
2000-11-14;5,4;9,06;7,4775;96,79166667;1,989583333
2000-11-15;4,63;8,2;6,055416667;93,5;3,61375
2000-11-16;2,83;8,45;5,422173913;88,04166667;3,47875
2000-11-17;2,04;5,14;3,59826087;95,5;1,947916667
2000-11-18;1,99;4,68;3,452916667;93,125;4,492083333
2000-11-19;1,51;5,85;4,1325;87,70833333;4,659583333
2000-11-20;2,86;5,81;4,638181818;92,04166667;3,887916667
2000-11-21;1,34;6,06;3,384583333;93,79166667;2,917083333
2000-11-22;3,39;9,23;6,966666667;92;4,940833333
2000-11-23;5,55;8,47;7,342272727;92,29166667;3,170869565
2000-11-24;2,49;7,65;5,719166667;91,04166667;2,804583333
2000-11-25;0,1;5,5;2,515416667;95,75;2,45875
2000-11-26;1,57;6,94;4,58625;95,375;4,263333333
2000-11-27;3,86;6,56;4,983333333;92,625;3,329583333
2000-11-28;3,64;10,48;7,094545455;96,95833333;3,61625
2000-11-29;6,6;11,15;9,015833333;92,625;3,207083333
2000-11-30;6,51;10,8;8,717916667;95,33333333;2,605416667
2000-12-01;5,27;7,75;6,29625;94,83333333;3,265217391
2000-12-02;5,22;9,88;7,872083333;95,16666667;2,853333333
2000-12-03;4,39;7,6;6,142083333;94,625;3,215909091
2000-12-04;3,26;7,83;5,73;93,66666667;3,30625
2000-12-05;4,38;9,62;6,958333333;94;3,479583333
2000-12-06;2,54;6,95;4,813333333;93,625;3,369583333
2000-12-07;5,27;7,15;6,49375;93,79166667;3,989583333
2000-12-08;6,14;10,89;8,8825;91,83333333;4,619565217
2000-12-09;5,71;9,81;7,475416667;91;3,928333333
2000-12-10;5,46;8,18;6,76125;93,04166667;5,652608696
2000-12-11;7,44;11,07;9,088333333;85,75;5,354583333
2000-12-12;9,73;12,27;10,99791667;89,25;5,361666667
2000-12-13;8,2;11,38;9,884166667;76,91666667;7,242083333
2000-12-14;4,89;8,18;6,640833333;92,125;5,782083333
2000-12-15;2,29;5,45;3,807916667;93,33333333;5,722916667
2000-12-16;0,61;2,82;1,552173913;84,33333333;5,928333333
2000-12-17;-1,44;1,8;0,215;89,875;2,085833333
2000-12-18;-2,16;1,09;-0,082083333;95,16666667;1,8625
2000-12-19;-0,65;2,81;0,86826087;93,375;2,225416667
2000-12-20;-2,56;2,17;-0,60625;77,54166667;4,591304348
2000-12-21;-7,08;0,14;-3,202083333;76,20833333;2,966086957
2000-12-22;-9,8;-1,57;-5,551666667;81,16666667;3,093913043
2000-12-23;-9,03;-0,2;-4,246086957;85,04166667;2,475
2000-12-24;-3,96;0,81;-1,171666667;89,33333333;2,585
2000-12-25;-2,24;0,51;-0,454166667;94,79166667;1,889166667
2000-12-26;-2,18;2,88;0,004583333;96,5;2,30125
2000-12-27;1,15;3,96;2,185833333;97;2,71875
2000-12-28;-1,1;3,63;1,333333333;93,91666667;3,530833333
2000-12-29;-2,02;0,78;-0,664583333;94;2,806666667
2000-12-30;-1,73;0,75;-0,413333333;93,25;3,756666667
2000-12-31;-7,17;0,92;-1,55875;91,875;3,33125
2001-01-01;-3,48;2,19;-0,776666667;86,45833333;4,95875
2001-01-02;2,15;6,04;4,459130435;93,66666667;4,435833333
2001-01-03;1,72;6,17;4,54875;92,41666667;4,41
2001-01-04;1,61;6,41;3,572608696;92,25;4,959166667
2001-01-05;3,03;9,27;5,966086957;94,16666667;6,26375
2001-01-06;4,78;10,1;7,105416667;91,16666667;5,328333333
2001-01-07;2,75;5,8;4,479166667;95,41666667;3,1075
2001-01-08;-1,49;3,45;1,808333333;95,75;1,639583333
2001-01-09;0,08;3,33;1,78125;94,83333333;2,54375
2001-01-10;-1,58;1,32;0,060833333;96,41666667;2,254761905
2001-01-11;-2,98;2,11;0,380833333;94,375;3,000416667
2001-01-12;-4,51;2,14;-1,555416667;86,41666667;2,574166667
2001-01-13;-5,23;-0,21;-3,04125;76,04166667;3,946666667
2001-01-14;-7,27;0,12;-4,068333333;74,5;3,200416667
2001-01-15;-6,05;1,43;-3,026666667;62,91666667;3,502083333
2001-01-16;-7,7;-0,49;-4,82;69,83333333;1,966666667
2001-01-17;-9,21;-1,05;-5,134166667;88,08333333;2,3175
2001-01-18;-4,52;-0,15;-2,860416667;85;2,086666667
2001-01-19;-5,65;1,15;-2,920869565;86,29166667;1,375
2001-01-20;-4,11;0,4;-1,633333333;91,45833333;1,777083333
2001-01-21;-5,72;-0,27;-1,835416667;91,95833333;2,698333333
2001-01-22;-1,65;3,25;1,14;95,91666667;4,119583333
2001-01-23;2,24;5,35;4,185416667;94,58333333;4,596956522
2001-01-24;4,24;7,74;6,178333333;94,375;4,929583333
2001-01-25;2,73;7,58;4,6875;94,20833333;3,25625
2001-01-26;1,85;5,31;3,574583333;94,33333333;3,701666667
2001-01-27;1,24;2,49;1,8625;92,25;5,910869565
2001-01-28;-0,46;4,26;1,659166667;90,25;3,0025
2001-01-29;-1,31;2,94;0,90875;92;1,746666667
2001-01-30;-1,78;3,02;0,439166667;88,41666667;1,798333333
2001-01-31;-1,56;2,28;0,2225;88,79166667;2,047916667
2001-02-01;-2,21;0,89;-0,902727273;89,70833333;3,228181818
2001-02-02;-3,88;-0,85;-2,258333333;92,66666667;2,894583333
2001-02-03;-3,88;2,97;-0,923333333;98,20833333;2,416521739
2001-02-04;1,21;6,11;3,0925;98,29166667;3,987916667
2001-02-05;5,13;8,19;6,841666667;92,91666667;6,582083333
2001-02-06;7,82;12,82;10,04625;83,79166667;5,406521739
2001-02-07;8,38;11,57;9,78875;82,91666667;4,080869565
2001-02-08;7,32;13,15;10,41375;66,5;4,500833333
2001-02-09;-1,11;7,89;4,082916667;86,58333333;3,389565217
2001-02-10;-2,57;5,89;0,990416667;79,33333333;1,535416667
2001-02-11;1,15;8,58;4,96;81,875;3,920434783
2001-02-12;6,24;10,47;7,997083333;87,16666667;3,453333333
2001-02-13;1,84;7,77;5,160833333;87,91666667;3,964583333
2001-02-14;-1,12;7,88;2,915833333;84,04166667;2,116666667
2001-02-15;-2,26;12,91;4,423333333;76,08333333;1,327083333
2001-02-16;-1,32;11,77;5,117391304;76,5;1,524583333
2001-02-17;0,69;4,84;2,1775;92,04166667;4,156666667
2001-02-18;-1,53;4,34;1,51375;87,70833333;3,282916667
2001-02-19;1,87;5,35;3,516956522;85,83333333;3,27375
2001-02-20;1,92;4,27;3,136666667;87,625;4,730416667
2001-02-21;2,01;4,6;3,414166667;91,95833333;5,101666667
2001-02-22;1,29;4,92;2,7925;86,95833333;5,546086957
2001-02-23;-4,55;1,54;-0,269166667;85,70833333;4,234583333
2001-02-24;-7,97;-1,12;-3,8;80,33333333;1,696666667
2001-02-25;-8,67;1,34;-3,706666667;74,375;2,010833333
2001-02-26;-5,1;1,08;-1,834166667;84,75;3,395833333
2001-02-27;-4,45;3,8;-0,441666667;72,54166667;3,94125
2001-02-28;-1,99;4,2;0,567083333;66,70833333;2,52375
2001-03-01;-2,24;3,27;0,344583333;83,95833333;3,394782609
2001-03-02;-3,24;3,48;0,33173913;89,91666667;2,975
2001-03-03;-1,24;2,92;0,384583333;84,29166667;3,144583333
2001-03-04;-0,82;3,77;1,2525;94,79166667;2,73625
2001-03-05;-2,72;2,36;0,605416667;89,29166667;2,489166667
2001-03-06;-4,53;5,28;0,033333333;82,20833333;2,812916667
2001-03-07;-2,43;4,66;1,903478261;88,16666667;3,124583333
2001-03-08;3,77;10,43;6,999565217;90,875;2,383478261
2001-03-09;7,06;10,26;8,4725;91,16666667;4,04125
