feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
0.6801224454318306,0.20227043556670177,0.8392422005874111,0.8436916749915729,0.17324021114025345,0.4448307199248456,0.025821217312777867,0.39214582308733315,0.4117816104865337,0.4471308645537355,0.0
0.7354737770358418,0.25612312418547367,0.5167628422380055,0.6129452407138994,0.15206666354517195,0.9341644760983776,0.5195774412792387,0.14640627080881785,0.4882018029493117,0.9356730897925525,2.0
0.2761224399440505,0.0833407997261989,0.43780208633264683,0.6581917931727106,0.6411839545134115,0.3696255615148598,0.9137240378373807,0.6520857038995963,0.23147636465085752,0.9571966858975582,1.0
0.4762454060189233,0.05526282698675422,0.4332239748806045,0.4997913182746794,0.3148555328657845,0.5847279731285037,0.6752037073332794,0.5213763126864327,0.6256071224367423,0.10405312404827016,1.0
0.047202064256950615,0.5012513027439739,0.7275717602106125,0.9361360671911605,0.217928714745517,0.3904901528015541,0.0994115744260009,0.15461096049861267,0.38436356709620734,0.5026310226904059,2.0
0.575818524257367,0.5695224894064609,0.7351124030470269,0.043535564883214195,0.49340270882748793,0.006026220980265173,0.4773948357888391,0.11944691689160192,0.9016249531673446,0.18886136592531189,0.0
0.18177855119739716,0.8667642934759212,0.43423925894606485,0.2822735758366466,0.7346662447812767,0.2298199819693486,0.033838564955601114,0.7347413362971882,0.5999311026039961,0.7266166569423422,0.0
0.8214797702746864,0.07136872076979828,0.6028325418180968,0.721256970939454,0.6872642305878288,0.7762156655173539,0.7029608596013134,0.460773493521358,0.3249788780805032,0.3836370636875397,1.0
0.6886088894311212,0.8209219640103846,0.13195698452326254,0.3305805190996395,0.42705083422900414,0.4645238064557743,0.18212932183468855,0.6029295564275475,0.21915814804023048,0.42736366336610254,0.0
0.42678660679072333,0.49541712792891845,0.04189555759011243,0.26532174990727764,0.06333576109716899,0.8407985307753888,0.2292553424006082,0.8695955413755101,0.6228114122089826,0.977711473993459,2.0
0.909338962546693,0.20359387740260781,0.6988256165035264,0.3002765764583323,0.8915455511091007,0.3082913634684049,0.7592191135118346,0.41349683678662597,0.6785316471881471,0.6135349752173722,1.0
0.7025306076821914,0.959932045678612,0.5556093833433767,0.04312558226372831,0.8437085039296275,0.99323285821945,0.7959208167397934,0.3907007505775648,0.12991516762386202,0.5360031006166341,2.0
0.9106546672207262,0.482679367672722,0.9641565675368727,0.2466374219722962,0.6824621900839988,0.8716645397386537,0.30256971310378433,0.11789269661589741,0.7120454507205739,0.726956825789941,0.0
0.797910834882311,0.2938988138334052,0.056495356518509454,0.8798104257704227,0.41171474817403886,0.9479912714994386,0.7824044918881169,0.37700820467165974,0.009848668121301918,0.8401566843664141,0.0
0.7529833622001957,0.2349179688695735,0.09732574372783032,0.396686913708849,0.2885543359729965,0.24615843618723743,0.019201121713283364,0.5821655408040946,0.2977578132016081,0.9060113246680351,0.0
0.76398800892473,0.9062168270359549,0.8793922411037834,0.16082345106208207,0.1961446025059541,0.05196530726118598,0.7207159439387447,0.7704459220918468,0.3525460848333657,0.6416343212109044,1.0
0.24363398254496138,0.637496284316893,0.8417199770663366,0.18032898503278894,0.3331384861794586,0.9523151790134765,0.4950066484917809,0.41902703152640686,0.27600329669560375,0.43277877127253395,2.0
0.6057839814039744,0.006812388121397506,0.1374740841765163,0.45253573208734044,0.07471668182360225,0.5733653800022882,0.9850820580282754,0.4906459934687196,0.16107352535279618,0.9394465442347483,2.0
0.4975657413100095,0.18262253370855386,0.5609084058000112,0.613971321656739,0.3865011815243067,0.6609504729810807,0.7578456029605057,0.16437318246787092,0.7096468931024683,0.945012386194816,0.0
0.8450232296887421,0.1972695002616337,0.6468774700976293,0.8886400087160907,0.4251092422356232,0.45916142032242435,0.21213277773387085,0.13875355801566203,0.0691601586823597,0.11006658330631058,0.0
0.7877309524935606,0.20704948233034892,0.6654215859162138,0.3703026378432469,0.2675165700422284,0.39309317230998564,0.8545214364366812,0.42842147698033606,0.23981363735574657,0.431876515918144,1.0
0.9881008763837104,0.42281159273198143,0.9261182089853689,0.6081131049791872,0.8251608360656295,0.3806725092847988,0.6550873154332679,0.20800828499439228,0.5442598129380993,0.3650100388995906,2.0
0.3098309727055262,0.3450562383927017,0.9766565121334281,0.14419439409355073,0.327619648347953,0.35230981374395276,0.027183951185954736,0.5093477619958905,0.7805514891680196,0.6316974107950015,1.0
0.15273546398938265,0.5743368071669425,0.5307371607725699,0.5218140203888362,0.3019668781399317,0.8911220799545838,0.02222144485474098,0.20950393443522863,0.27076598012618736,0.8850867938188473,0.0
